comet_id,severity,rule,message,details
1146,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.59;expected_q=2.6600000000000024;diff=0.0700000000000025;allowed=0.053200000000000046
1147,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.47;expected_q=1.345000000000001;diff=0.12499999999999889;allowed=0.03
1159,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.293;expected_q=0.5790000000000005;diff=0.28600000000000053;allowed=0.03
1161,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.893;expected_q=1.3300000000000012;diff=0.43700000000000117;allowed=0.03
1163,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.32;expected_q=1.3549000000000013;diff=0.03490000000000126;allowed=0.03
1164,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.2;expected_q=1.7300000000000015;diff=0.5300000000000016;allowed=0.034600000000000034
1166,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.86;expected_q=0.8040000000000007;diff=0.05599999999999927;allowed=0.03
1170,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.842;expected_q=0.8820000000000008;diff=0.04000000000000081;allowed=0.03
1174,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.33;expected_q=1.365000000000001;diff=0.03500000000000103;allowed=0.03
1177,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.71;expected_q=4.5000000000000036;diff=0.2099999999999964;allowed=0.0942
1179,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1185,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.86;expected_q=7.640000000000007;diff=1.7800000000000065;allowed=0.15280000000000013
1195,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.35;expected_q=1.313600000000001;diff=0.0363999999999991;allowed=0.03
1200,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.93;expected_q=2.020000000000002;diff=0.09000000000000186;allowed=0.04040000000000004
1201,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.93;expected_q=1.8840000000000017;diff=0.045999999999998264;allowed=0.0386
1202,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.38;expected_q=5.150000000000005;diff=0.2299999999999951;allowed=0.1076
1203,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.16;expected_q=3.9000000000000035;diff=0.2599999999999967;allowed=0.08320000000000001
1205,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.26;expected_q=11.30000000000001;diff=5.04000000000001;allowed=0.2260000000000002
1206,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.1;expected_q=3.480000000000003;diff=0.380000000000003;allowed=0.06960000000000006
1213,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1214,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.58;expected_q=1.3620000000000012;diff=0.21799999999999886;allowed=0.0316
1225,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.01;expected_q=0.8710000000000008;diff=0.13899999999999924;allowed=0.03
1228,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.46;expected_q=1.5000000000000013;diff=0.04000000000000137;allowed=0.030000000000000027
1229,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.6;expected_q=1.7020000000000015;diff=0.10200000000000142;allowed=0.03404000000000003
1230,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.276;expected_q=0.5250000000000005;diff=0.24900000000000044;allowed=0.03
1231,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.41;expected_q=3.130000000000003;diff=0.27999999999999714;allowed=0.06820000000000001
1233,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.01;expected_q=0.9580000000000009;diff=0.05199999999999916;allowed=0.03
1243,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.29;expected_q=2.200000000000002;diff=0.08999999999999808;allowed=0.0458
1248,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.385;expected_q=0.26400000000000023;diff=0.12099999999999977;allowed=0.03
1256,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.08;expected_q=1.030000000000001;diff=0.049999999999999156;allowed=0.03
1263,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.51;expected_q=1.6140000000000014;diff=0.10400000000000142;allowed=0.03228000000000003
1267,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.28;expected_q=1.4000000000000012;diff=0.12000000000000122;allowed=0.03
1269,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.45;expected_q=2.2700000000000022;diff=0.17999999999999794;allowed=0.049
1270,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.09;expected_q=2.4030000000000022;diff=0.3130000000000024;allowed=0.04806000000000005
1275,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.68;expected_q=1.3200000000000012;diff=0.35999999999999877;allowed=0.0336
1281,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.66;expected_q=2.5840000000000023;diff=0.07599999999999785;allowed=0.053200000000000004
1283,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.65;expected_q=2.160000000000002;diff=0.510000000000002;allowed=0.04320000000000004
1292,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.884;expected_q=0.9280000000000008;diff=0.044000000000000816;allowed=0.03
1295,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.48;expected_q=2.140000000000002;diff=0.3399999999999981;allowed=0.0496
1300,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.61;expected_q=1.3180000000000012;diff=0.2919999999999989;allowed=0.0322
1305,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.68;expected_q=2.7500000000000027;diff=0.9299999999999975;allowed=0.0736
1308,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.71;expected_q=2.500000000000002;diff=0.20999999999999774;allowed=0.0542
1309,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.59;expected_q=5.296000000000005;diff=0.29399999999999515;allowed=0.1118
1312,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.66;expected_q=1.8500000000000016;diff=0.8099999999999985;allowed=0.053200000000000004
1313,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.19;expected_q=1.257000000000001;diff=0.06700000000000106;allowed=0.03
1314,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.19;expected_q=1.2600000000000011;diff=0.07000000000000117;allowed=0.03
1320,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.19;expected_q=1.2760000000000011;diff=0.08600000000000119;allowed=0.03
1321,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1322,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1326,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.32;expected_q=1.9900000000000018;diff=0.6700000000000017;allowed=0.03980000000000004
1327,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.04;expected_q=2.300000000000002;diff=0.260000000000002;allowed=0.04600000000000004
1338,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.93;expected_q=6.6600000000000055;diff=1.7300000000000058;allowed=0.13320000000000012
1341,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.96;expected_q=7.550000000000007;diff=0.590000000000007;allowed=0.15100000000000013
1345,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.39;expected_q=1.4250000000000012;diff=0.03500000000000125;allowed=0.03
1351,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.26;expected_q=4.5400000000000045;diff=0.2800000000000047;allowed=0.09080000000000009
1354,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.24;expected_q=1.7900000000000016;diff=0.4499999999999986;allowed=0.044800000000000006
1363,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.66;expected_q=4.930000000000004;diff=1.270000000000004;allowed=0.09860000000000009
1365,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.5;expected_q=2.4310000000000023;diff=0.06899999999999773;allowed=0.05
1367,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1368,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.34;expected_q=6.380000000000006;diff=1.0400000000000063;allowed=0.12760000000000013
1371,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1372,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1373,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1380,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1381,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1383,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1385,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.92;expected_q=2.6640000000000024;diff=0.25599999999999756;allowed=0.0584
1386,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1387,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.23;expected_q=2.440000000000002;diff=0.21000000000000218;allowed=0.048800000000000045
1390,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.962;expected_q=1.028000000000001;diff=0.06600000000000095;allowed=0.03
1393,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.78;expected_q=2.115000000000002;diff=0.33500000000000196;allowed=0.04230000000000004
1396,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.696;expected_q=0.7350000000000007;diff=0.0390000000000007;allowed=0.03
1400,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.715;expected_q=0.8240000000000007;diff=0.10900000000000076;allowed=0.03
1403,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.39;expected_q=1.4490000000000012;diff=0.059000000000001274;allowed=0.03
1405,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.77;expected_q=2.400000000000002;diff=0.6300000000000021;allowed=0.04800000000000004
1409,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.559;expected_q=0.4500000000000004;diff=0.10899999999999965;allowed=0.03
1417,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.44;expected_q=1.8200000000000016;diff=0.6199999999999983;allowed=0.0488
1419,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.2;expected_q=1.3200000000000012;diff=0.12000000000000122;allowed=0.03
1420,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.54;expected_q=3.320000000000003;diff=0.7800000000000029;allowed=0.06640000000000006
1421,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.0;expected_q=2.060000000000002;diff=0.06000000000000183;allowed=0.041200000000000035
1422,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.52;expected_q=2.950000000000003;diff=0.4300000000000028;allowed=0.05900000000000006
1426,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.27;expected_q=2.150000000000002;diff=0.8800000000000021;allowed=0.043000000000000045
1427,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.64;expected_q=1.5650000000000013;diff=0.07499999999999862;allowed=0.032799999999999996
1429,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.01;expected_q=0.9540000000000008;diff=0.05599999999999916;allowed=0.03
1433,WARN,mean_anomaly_out_of_range,Mittlere Anomalie ma ist ungewoehnlich.,ma=-12.7
1433,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.794;expected_q=0.7420000000000007;diff=0.05199999999999938;allowed=0.03
1434,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.89;expected_q=4.270000000000004;diff=0.3800000000000039;allowed=0.08540000000000009
1437,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.33;expected_q=1.142000000000001;diff=0.18799999999999906;allowed=0.03
1443,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1444,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1448,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.41;expected_q=2.320000000000002;diff=0.08999999999999808;allowed=0.04820000000000001
1454,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.57;expected_q=4.640000000000004;diff=1.0700000000000043;allowed=0.09280000000000009
1462,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.05;expected_q=3.420000000000003;diff=0.3700000000000032;allowed=0.06840000000000006
1466,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.89;expected_q=4.650000000000004;diff=0.23999999999999577;allowed=0.0978
1468,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.33;expected_q=1.3600000000000012;diff=0.030000000000001137;allowed=0.03
1471,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.13;expected_q=3.0160000000000027;diff=0.11399999999999721;allowed=0.0626
1473,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.88;expected_q=5.300000000000004;diff=0.42000000000000437;allowed=0.1060000000000001
1474,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.31;expected_q=3.9600000000000035;diff=0.3499999999999961;allowed=0.0862
1476,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.36;expected_q=2.481000000000002;diff=0.12100000000000222;allowed=0.049620000000000046
1478,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.75;expected_q=5.550000000000005;diff=0.19999999999999485;allowed=0.115
1479,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.0;expected_q=6.400000000000006;diff=0.4000000000000057;allowed=0.1280000000000001
1494,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.5;expected_q=5.780000000000005;diff=2.2800000000000047;allowed=0.11560000000000009
1496,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.74;expected_q=2.9160000000000026;diff=0.17600000000000238;allowed=0.05832000000000005
1497,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.37;expected_q=2.453000000000002;diff=0.08300000000000196;allowed=0.04906000000000004
1499,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.796;expected_q=1.010000000000001;diff=0.21400000000000086;allowed=0.03
1504,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.87;expected_q=5.0800000000000045;diff=0.2100000000000044;allowed=0.10160000000000009
1507,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.43;expected_q=3.9520000000000035;diff=0.4779999999999962;allowed=0.0886
1515,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1516,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.27;expected_q=3.620000000000003;diff=0.3500000000000032;allowed=0.07240000000000006
1518,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.24;expected_q=4.360000000000004;diff=1.1200000000000037;allowed=0.08720000000000008
1522,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.6;expected_q=6.454000000000006;diff=0.1459999999999937;allowed=0.132
1525,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.87;expected_q=7.440000000000007;diff=0.5700000000000065;allowed=0.14880000000000013
1528,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=11.4;expected_q=9.910000000000009;diff=1.4899999999999913;allowed=0.228
1540,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.42;expected_q=1.4500000000000013;diff=0.03000000000000136;allowed=0.03
1544,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.8;expected_q=3.420000000000003;diff=0.3799999999999968;allowed=0.076
1546,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.76;expected_q=3.6300000000000034;diff=0.12999999999999634;allowed=0.0752
1548,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.75;expected_q=1.2600000000000011;diff=0.4899999999999989;allowed=0.035
1552,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.25;expected_q=4.8300000000000045;diff=0.4199999999999955;allowed=0.105
1555,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.84;expected_q=2.9850000000000025;diff=0.14500000000000268;allowed=0.05970000000000005
1556,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.78;expected_q=1.7010000000000014;diff=0.07899999999999863;allowed=0.0356
1561,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.2;expected_q=3.051000000000003;diff=0.14899999999999736;allowed=0.064
1562,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1565,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.06;expected_q=0.9320000000000008;diff=0.12799999999999923;allowed=0.03
1567,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1568,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1569,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1572,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1573,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1574,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1603,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1606,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.21;expected_q=2.080000000000002;diff=0.12999999999999812;allowed=0.0442
1619,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.68;expected_q=3.0600000000000027;diff=0.38000000000000256;allowed=0.06120000000000005
1624,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.6;expected_q=2.324000000000002;diff=0.275999999999998;allowed=0.052000000000000005
1625,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.444;expected_q=0.4785000000000004;diff=0.03450000000000042;allowed=0.03
1629,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.28;expected_q=2.232000000000002;diff=0.04799999999999782;allowed=0.045599999999999995
1632,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.63;expected_q=2.7000000000000024;diff=0.0700000000000025;allowed=0.05400000000000005
1638,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=7.57;expected_q=7.740000000000007;diff=0.17000000000000703;allowed=0.15480000000000016
1643,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.896;expected_q=0.9420000000000008;diff=0.04600000000000082;allowed=0.03
1644,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.93;expected_q=5.220000000000004;diff=1.290000000000004;allowed=0.10440000000000009
1650,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.51;expected_q=3.0600000000000027;diff=0.5500000000000029;allowed=0.06120000000000005
1668,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.57;expected_q=2.6700000000000026;diff=0.10000000000000275;allowed=0.05340000000000005
1670,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.8;expected_q=2.340000000000002;diff=0.540000000000002;allowed=0.04680000000000004
1675,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.02;expected_q=1.6400000000000015;diff=0.37999999999999856;allowed=0.0404
1685,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.5;expected_q=1.341000000000001;diff=0.15899999999999892;allowed=0.03
1687,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=2.49;expected_q=2.9800000000000026;diff=0.49000000000000243;allowed=0.059600000000000056
1703,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.6;expected_q=1.7500000000000016;diff=0.15000000000000147;allowed=0.03500000000000003
1704,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1707,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=0.814;expected_q=1.4300000000000013;diff=0.6160000000000013;allowed=0.03
1708,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.72;expected_q=7.160000000000006;diff=0.4400000000000066;allowed=0.14320000000000013
1718,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.71;expected_q=3.2500000000000027;diff=0.4599999999999973;allowed=0.0742
1723,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.3;expected_q=3.1410000000000027;diff=0.15899999999999714;allowed=0.066
1726,WARN,perihelion_argument_out_of_range,"Perihelargument w liegt ausserhalb [0,360).",w=360.0
1731,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=5.15;expected_q=9.110000000000008;diff=3.960000000000008;allowed=0.18220000000000017
1732,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.95;expected_q=2.300000000000002;diff=0.3500000000000021;allowed=0.04600000000000004
1734,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.94;expected_q=3.280000000000003;diff=0.659999999999997;allowed=0.0788
1739,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.56;expected_q=1.6400000000000015;diff=0.0800000000000014;allowed=0.03280000000000003
1743,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.72;expected_q=1.6240000000000014;diff=0.09599999999999853;allowed=0.0344
1749,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.29;expected_q=1.4430000000000014;diff=0.15300000000000136;allowed=0.03
1751,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=3.62;expected_q=3.7800000000000034;diff=0.16000000000000325;allowed=0.07560000000000007
1756,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.29;expected_q=1.9400000000000017;diff=0.6500000000000017;allowed=0.038800000000000036
1757,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.73;expected_q=1.8060000000000016;diff=0.07600000000000162;allowed=0.036120000000000034
1766,WARN,node_longitude_out_of_range,"Knotenlaenge om liegt ausserhalb [0,360).",om=360.0
1769,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=4.98;expected_q=9.280000000000008;diff=4.300000000000008;allowed=0.18560000000000018
1776,WARN,perihelion_argument_out_of_range,"Perihelargument w liegt ausserhalb [0,360).",w=360.0
1786,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.61;expected_q=1.6800000000000015;diff=0.0700000000000014;allowed=0.03360000000000003
1791,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=6.83;expected_q=6.140000000000006;diff=0.6899999999999942;allowed=0.1366
1792,ERROR,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=10.3;expected_q=7.100000000000007;diff=3.199999999999994;allowed=0.20600000000000002
1795,WARN,incomplete_core_fields,Orbitdatensatz hat fehlende Kernfelder.,"missing=e,a,q,i,om,w"
1798,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.84;expected_q=1.7920000000000016;diff=0.04799999999999849;allowed=0.0368
1799,WARN,q_inconsistent_with_a_e,q passt nicht zur Beziehung q = a * (1 - e).,q=1.71;expected_q=1.7910000000000017;diff=0.08100000000000174;allowed=0.03582000000000003
